t_s,phase,channel,unit,value
136.767,graph,vcc_pmc,mV,877
136.770,graph,vcc_psfp,mV,880
136.774,graph,vcc_pslp,mV,879
136.777,graph,vcc_soc,mV,803
136.780,graph,vp_vn,mV,129
136.784,graph,die_temp,mC,37093
136.787,graph,versal_thermal,mC,37382
137.295,graph,vccaux,mV,1503
137.299,graph,vccaux_pmc,mV,1502
137.302,graph,vcc_pmc,mV,875
137.305,graph,vcc_psfp,mV,876
137.308,graph,vcc_pslp,mV,880
137.312,graph,vcc_soc,mV,803
137.315,graph,vp_vn,mV,129
137.318,graph,die_temp,mC,37070
137.321,graph,versal_thermal,mC,37484
137.830,graph,vccaux,mV,1502
137.833,graph,vccaux_pmc,mV,1501
137.836,graph,vcc_pmc,mV,875
137.840,graph,vcc_psfp,mV,874
137.844,graph,vcc_pslp,mV,878
137.847,graph,vcc_soc,mV,804
137.850,graph,vp_vn,mV,129
137.854,graph,die_temp,mC,37218
137.857,graph,versal_thermal,mC,37546
138.365,graph,vccaux,mV,1502
138.369,graph,vccaux_pmc,mV,1502
138.372,graph,vcc_pmc,mV,877
138.375,graph,vcc_psfp,mV,881
138.378,graph,vcc_pslp,mV,879
138.382,graph,vcc_soc,mV,804
138.384,graph,vp_vn,mV,129
138.388,graph,die_temp,mC,37539
138.394,graph,versal_thermal,mC,37203
138.902,graph,vccaux,mV,1502
138.905,graph,vccaux_pmc,mV,1501
138.908,graph,vcc_pmc,mV,876
138.912,graph,vcc_psfp,mV,874
138.915,graph,vcc_pslp,mV,879
138.919,graph,vcc_soc,mV,805
138.922,graph,vp_vn,mV,129
138.926,graph,die_temp,mC,37328
138.928,graph,versal_thermal,mC,37195
139.437,graph,vccaux,mV,1503
139.441,graph,vccaux_pmc,mV,1502
139.443,graph,vcc_pmc,mV,876
139.447,graph,vcc_psfp,mV,878
139.450,graph,vcc_pslp,mV,881
139.453,graph,vcc_soc,mV,805
139.456,graph,vp_vn,mV,129
139.460,graph,die_temp,mC,37242
139.463,graph,versal_thermal,mC,37218
139.972,graph,vccaux,mV,1503
139.974,graph,vccaux_pmc,mV,1501
139.978,graph,vcc_pmc,mV,876
139.981,graph,vcc_psfp,mV,881
139.985,graph,vcc_pslp,mV,879
139.987,graph,vcc_soc,mV,804
139.991,graph,vp_vn,mV,128
139.994,graph,die_temp,mC,36960
139.998,graph,versal_thermal,mC,37007
140.505,graph,vccaux,mV,1502
140.509,graph,vccaux_pmc,mV,1500
140.512,graph,vcc_pmc,mV,876
140.515,graph,vcc_psfp,mV,878
140.518,graph,vcc_pslp,mV,879
140.522,graph,vcc_soc,mV,805
140.525,graph,vp_vn,mV,129
140.528,graph,die_temp,mC,36882
140.532,graph,versal_thermal,mC,37164
141.041,graph,vccaux,mV,1501
141.043,graph,vccaux_pmc,mV,1501
141.047,graph,vcc_pmc,mV,875
141.050,graph,vcc_psfp,mV,880
141.054,graph,vcc_pslp,mV,879
141.056,graph,vcc_soc,mV,804
141.060,graph,vp_vn,mV,129
141.063,graph,die_temp,mC,37234
141.067,graph,versal_thermal,mC,37562
141.575,graph,vccaux,mV,1503
141.578,graph,vccaux_pmc,mV,1501
141.582,graph,vcc_pmc,mV,876
141.584,graph,vcc_psfp,mV,881
141.588,graph,vcc_pslp,mV,879
141.591,graph,vcc_soc,mV,805
141.595,graph,vp_vn,mV,129
141.598,graph,die_temp,mC,37601
141.601,graph,versal_thermal,mC,37085
142.110,graph,vccaux,mV,1502
142.113,graph,vccaux_pmc,mV,1501
142.116,graph,vcc_pmc,mV,876
142.119,graph,vcc_psfp,mV,883
142.123,graph,vcc_pslp,mV,879
142.126,graph,vcc_soc,mV,805
142.129,graph,vp_vn,mV,129
142.133,graph,die_temp,mC,37335
142.135,graph,versal_thermal,mC,37187
142.644,graph,vccaux,mV,1503
142.647,graph,vccaux_pmc,mV,1500
142.651,graph,vcc_pmc,mV,876
142.654,graph,vcc_psfp,mV,875
142.657,graph,vcc_pslp,mV,880
142.660,graph,vcc_soc,mV,804
142.664,graph,vp_vn,mV,129
142.667,graph,die_temp,mC,37210
142.670,graph,versal_thermal,mC,37351
143.178,graph,vccaux,mV,1501
143.182,graph,vccaux_pmc,mV,1501
143.185,graph,vcc_pmc,mV,877
143.188,graph,vcc_psfp,mV,879
143.192,graph,vcc_pslp,mV,880
143.196,graph,vcc_soc,mV,804
143.199,graph,vp_vn,mV,129
143.202,graph,die_temp,mC,37171
143.206,graph,versal_thermal,mC,37351
143.714,graph,vccaux,mV,1502
143.717,graph,vccaux_pmc,mV,1501
143.720,graph,vcc_pmc,mV,875
143.724,graph,vcc_psfp,mV,881
143.727,graph,vcc_pslp,mV,880
143.730,graph,vcc_soc,mV,804
143.733,graph,vp_vn,mV,129
143.737,graph,die_temp,mC,37125
143.741,graph,versal_thermal,mC,37734
144.248,graph,vccaux,mV,1503
144.251,graph,vccaux_pmc,mV,1503
144.255,graph,vcc_pmc,mV,876
144.258,graph,vcc_psfp,mV,879
144.261,graph,vcc_pslp,mV,878
144.264,graph,vcc_soc,mV,805
144.268,graph,vp_vn,mV,129
144.271,graph,die_temp,mC,37632
144.274,graph,versal_thermal,mC,37078
144.783,graph,vccaux,mV,1502
144.786,graph,vccaux_pmc,mV,1502
144.790,graph,vcc_pmc,mV,876
144.792,graph,vcc_psfp,mV,878
144.796,graph,vcc_pslp,mV,879
144.799,graph,vcc_soc,mV,805
144.803,graph,vp_vn,mV,128
144.805,graph,die_temp,mC,37226
144.809,graph,versal_thermal,mC,37234
145.317,graph,vccaux,mV,1502
145.321,graph,vccaux_pmc,mV,1500
145.324,graph,vcc_pmc,mV,876
145.327,graph,vcc_psfp,mV,876
145.330,graph,vcc_pslp,mV,879
145.334,graph,vcc_soc,mV,804
145.337,graph,vp_vn,mV,129
145.340,graph,die_temp,mC,37390
145.343,graph,versal_thermal,mC,37304
145.852,graph,vccaux,mV,1503
145.855,graph,vccaux_pmc,mV,1501
145.858,graph,vcc_pmc,mV,876
145.861,graph,vcc_psfp,mV,874
145.865,graph,vcc_pslp,mV,879
145.869,graph,vcc_soc,mV,804
145.872,graph,vp_vn,mV,129
145.876,graph,die_temp,mC,36859
145.878,graph,versal_thermal,mC,37257
146.387,graph,vccaux,mV,1502
146.390,graph,vccaux_pmc,mV,1500
146.394,graph,vcc_pmc,mV,877
146.396,graph,vcc_psfp,mV,879
146.400,graph,vcc_pslp,mV,880
146.404,graph,vcc_soc,mV,804
146.409,graph,vp_vn,mV,129
146.411,graph,die_temp,mC,37843
146.413,graph,versal_thermal,mC,37406
146.923,graph,vccaux,mV,1500
146.926,graph,vccaux_pmc,mV,1501
146.929,graph,vcc_pmc,mV,875
146.933,graph,vcc_psfp,mV,877
146.936,graph,vcc_pslp,mV,880
146.940,graph,vcc_soc,mV,803
146.942,graph,vp_vn,mV,129
146.946,graph,die_temp,mC,36945
146.949,graph,versal_thermal,mC,37625
147.458,graph,vccaux,mV,1502
147.461,graph,vccaux_pmc,mV,1502
147.464,graph,vcc_pmc,mV,877
147.467,graph,vcc_psfp,mV,878
147.470,graph,vcc_pslp,mV,880
147.474,graph,vcc_soc,mV,803
147.477,graph,vp_vn,mV,129
147.480,graph,die_temp,mC,37445
147.485,graph,versal_thermal,mC,37390
147.992,graph,vccaux,mV,1501
147.996,graph,vccaux_pmc,mV,1501
147.999,graph,vcc_pmc,mV,875
148.002,graph,vcc_psfp,mV,878
148.005,graph,vcc_pslp,mV,880
148.009,graph,vcc_soc,mV,805
148.012,graph,vp_vn,mV,129
148.015,graph,die_temp,mC,37203
148.018,graph,versal_thermal,mC,37804
148.527,graph,vccaux,mV,1502
148.530,graph,vccaux_pmc,mV,1502
148.533,graph,vcc_pmc,mV,878
148.537,graph,vcc_psfp,mV,881
148.540,graph,vcc_pslp,mV,878
148.543,graph,vcc_soc,mV,803
148.547,graph,vp_vn,mV,129
148.550,graph,die_temp,mC,37226
148.554,graph,versal_thermal,mC,37523
149.066,graph,vccaux,mV,1501
149.067,graph,vccaux_pmc,mV,1501
149.071,graph,vcc_pmc,mV,876
149.074,graph,vcc_psfp,mV,880
149.077,graph,vcc_pslp,mV,879
149.081,graph,vcc_soc,mV,804
149.084,graph,vp_vn,mV,130
149.087,graph,die_temp,mC,37656
149.090,graph,versal_thermal,mC,37382
149.600,graph,vccaux,mV,1502
149.602,graph,vccaux_pmc,mV,1500
149.606,graph,vcc_pmc,mV,875
149.609,graph,vcc_psfp,mV,879
149.613,graph,vcc_pslp,mV,879
149.615,graph,vcc_soc,mV,804
149.619,graph,vp_vn,mV,129
149.622,graph,die_temp,mC,37289
149.625,graph,versal_thermal,mC,37523
150.134,graph,vccaux,mV,1501
150.137,graph,vccaux_pmc,mV,1502
150.141,graph,vcc_pmc,mV,876
150.144,graph,vcc_psfp,mV,881
150.147,graph,vcc_pslp,mV,879
150.150,graph,vcc_soc,mV,802
150.154,graph,vp_vn,mV,128
150.157,graph,die_temp,mC,37179
150.160,graph,versal_thermal,mC,37398
150.668,graph,vccaux,mV,1502
150.672,graph,vccaux_pmc,mV,1501
150.675,graph,vcc_pmc,mV,877
150.678,graph,vcc_psfp,mV,881
150.681,graph,vcc_pslp,mV,879
150.685,graph,vcc_soc,mV,803
150.688,graph,vp_vn,mV,130
150.691,graph,die_temp,mC,37234
150.695,graph,versal_thermal,mC,37398
151.203,graph,vccaux,mV,1502
151.206,graph,vccaux_pmc,mV,1501
151.209,graph,vcc_pmc,mV,877
151.213,graph,vcc_psfp,mV,876
151.216,graph,vcc_pslp,mV,879
151.219,graph,vcc_soc,mV,804
151.223,graph,vp_vn,mV,128
151.226,graph,die_temp,mC,37382
151.229,graph,versal_thermal,mC,37421
151.738,graph,vccaux,mV,1503
151.741,graph,vccaux_pmc,mV,1501
151.744,graph,vcc_pmc,mV,877
151.748,graph,vcc_psfp,mV,879
151.751,graph,vcc_pslp,mV,879
151.754,graph,vcc_soc,mV,803
151.758,graph,vp_vn,mV,129
151.761,graph,die_temp,mC,37000
151.765,graph,versal_thermal,mC,37039
152.273,graph,vccaux,mV,1501
152.276,graph,vccaux_pmc,mV,1500
152.280,graph,vcc_pmc,mV,876
152.282,graph,vcc_psfp,mV,881
152.286,graph,vcc_pslp,mV,878
152.289,graph,vcc_soc,mV,805
152.293,graph,vp_vn,mV,129
152.296,graph,die_temp,mC,37117
152.299,graph,versal_thermal,mC,37492
152.808,graph,vccaux,mV,1503
152.811,graph,vccaux_pmc,mV,1501
152.814,graph,vcc_pmc,mV,876
152.817,graph,vcc_psfp,mV,877
152.821,graph,vcc_pslp,mV,879
152.824,graph,vcc_soc,mV,805
152.827,graph,vp_vn,mV,129
152.830,graph,die_temp,mC,37054
152.835,graph,versal_thermal,mC,37164
153.342,graph,vccaux,mV,1503
153.345,graph,vccaux_pmc,mV,1502
153.349,graph,vcc_pmc,mV,876
153.352,graph,vcc_psfp,mV,882
153.356,graph,vcc_pslp,mV,880
153.360,graph,vcc_soc,mV,807
153.364,graph,vp_vn,mV,129
153.366,graph,die_temp,mC,37179
153.370,graph,versal_thermal,mC,36976
153.879,graph,vccaux,mV,1500
153.881,graph,vccaux_pmc,mV,1502
153.885,graph,vcc_pmc,mV,875
153.888,graph,vcc_psfp,mV,879
153.892,graph,vcc_pslp,mV,879
153.895,graph,vcc_soc,mV,805
153.898,graph,vp_vn,mV,128
153.902,graph,die_temp,mC,37421
153.906,graph,versal_thermal,mC,37335
154.414,graph,vccaux,mV,1503
154.417,graph,vccaux_pmc,mV,1500
154.421,graph,vcc_pmc,mV,876
154.424,graph,vcc_psfp,mV,879
154.427,graph,vcc_pslp,mV,880
154.430,graph,vcc_soc,mV,804
154.434,graph,vp_vn,mV,130
154.437,graph,die_temp,mC,37437
154.440,graph,versal_thermal,mC,37125
154.949,graph,vccaux,mV,1502
154.953,graph,vccaux_pmc,mV,1501
154.955,graph,vcc_pmc,mV,876
154.959,graph,vcc_psfp,mV,877
154.963,graph,vcc_pslp,mV,880
154.965,graph,vcc_soc,mV,806
154.969,graph,vp_vn,mV,129
154.972,graph,die_temp,mC,37085
154.975,graph,versal_thermal,mC,37093
155.484,graph,vccaux,mV,1502
155.487,graph,vccaux_pmc,mV,1501
155.490,graph,vcc_pmc,mV,877
155.494,graph,vcc_psfp,mV,879
155.497,graph,vcc_pslp,mV,879
155.501,graph,vcc_soc,mV,805
155.503,graph,vp_vn,mV,129
155.507,graph,die_temp,mC,37085
155.510,graph,versal_thermal,mC,37171
156.019,graph,vccaux,mV,1503
156.022,graph,vccaux_pmc,mV,1502
156.025,graph,vcc_pmc,mV,877
156.028,graph,vcc_psfp,mV,876
156.032,graph,vcc_pslp,mV,880
156.035,graph,vcc_soc,mV,803
156.038,graph,vp_vn,mV,129
156.042,graph,die_temp,mC,37265
156.046,graph,versal_thermal,mC,36906
156.553,graph,vccaux,mV,1502
156.557,graph,vccaux_pmc,mV,1502
156.560,graph,vcc_pmc,mV,877
156.563,graph,vcc_psfp,mV,878
156.570,graph,vcc_pslp,mV,879
156.571,graph,vcc_soc,mV,804
156.574,graph,vp_vn,mV,129
156.577,graph,die_temp,mC,37171
156.581,graph,versal_thermal,mC,37117
157.090,graph,vccaux,mV,1502
157.093,graph,vccaux_pmc,mV,1501
157.096,graph,vcc_pmc,mV,876
157.099,graph,vcc_psfp,mV,880
157.103,graph,vcc_pslp,mV,879
157.106,graph,vcc_soc,mV,805
157.109,graph,vp_vn,mV,128
157.112,graph,die_temp,mC,37195
157.116,graph,versal_thermal,mC,37765
157.625,graph,vccaux,mV,1502
157.627,graph,vccaux_pmc,mV,1502
157.631,graph,vcc_pmc,mV,877
157.635,graph,vcc_psfp,mV,878
157.637,graph,vcc_pslp,mV,880
157.641,graph,vcc_soc,mV,805
157.644,graph,vp_vn,mV,129
157.647,graph,die_temp,mC,37265
157.650,graph,versal_thermal,mC,37039
158.159,graph,vccaux,mV,1501
158.162,graph,vccaux_pmc,mV,1501
158.165,graph,vcc_pmc,mV,877
158.169,graph,vcc_psfp,mV,876
158.173,graph,vcc_pslp,mV,880
158.175,graph,vcc_soc,mV,803
158.179,graph,vp_vn,mV,128
158.182,graph,die_temp,mC,37257
158.186,graph,versal_thermal,mC,37054
158.694,graph,vccaux,mV,1502
158.697,graph,vccaux_pmc,mV,1501
158.700,graph,vcc_pmc,mV,877
158.703,graph,vcc_psfp,mV,878
158.707,graph,vcc_pslp,mV,880
158.710,graph,vcc_soc,mV,805
158.713,graph,vp_vn,mV,129
158.718,graph,die_temp,mC,37335
158.720,graph,versal_thermal,mC,37460
159.230,graph,vccaux,mV,1502
159.234,graph,vccaux_pmc,mV,1501
159.238,graph,vcc_pmc,mV,876
159.241,graph,vcc_psfp,mV,882
159.244,graph,vcc_pslp,mV,879
159.248,graph,vcc_soc,mV,805
159.251,graph,vp_vn,mV,129
159.254,graph,die_temp,mC,37242
159.258,graph,versal_thermal,mC,37148
159.767,graph,vccaux,mV,1501
159.769,graph,vccaux_pmc,mV,1501
159.773,graph,vcc_pmc,mV,876
159.776,graph,vcc_psfp,mV,882
159.779,graph,vcc_pslp,mV,879
159.782,graph,vcc_soc,mV,802
159.786,graph,vp_vn,mV,129
159.789,graph,die_temp,mC,37140
159.792,graph,versal_thermal,mC,37273
160.301,graph,vccaux,mV,1500
160.304,graph,vccaux_pmc,mV,1500
160.307,graph,vcc_pmc,mV,877
160.311,graph,vcc_psfp,mV,877
160.314,graph,vcc_pslp,mV,880
160.317,graph,vcc_soc,mV,805
160.320,graph,vp_vn,mV,129
160.324,graph,die_temp,mC,37203
160.327,graph,versal_thermal,mC,36796
160.836,graph,vccaux,mV,1502
160.839,graph,vccaux_pmc,mV,1501
160.842,graph,vcc_pmc,mV,875
160.846,graph,vcc_psfp,mV,878
160.849,graph,vcc_pslp,mV,878
160.852,graph,vcc_soc,mV,807
160.856,graph,vp_vn,mV,129
160.859,graph,die_temp,mC,36992
160.863,graph,versal_thermal,mC,37132
161.370,graph,vccaux,mV,1502
161.374,graph,vccaux_pmc,mV,1501
161.377,graph,vcc_pmc,mV,876
161.380,graph,vcc_psfp,mV,881
161.383,graph,vcc_pslp,mV,880
161.387,graph,vcc_soc,mV,804
161.390,graph,vp_vn,mV,128
161.393,graph,die_temp,mC,37164
161.397,graph,versal_thermal,mC,37320
161.905,graph,vccaux,mV,1502
161.909,graph,vccaux_pmc,mV,1503
161.912,graph,vcc_pmc,mV,877
161.915,graph,vcc_psfp,mV,880
161.919,graph,vcc_pslp,mV,880
161.921,graph,vcc_soc,mV,803
161.925,graph,vp_vn,mV,128
161.928,graph,die_temp,mC,36929
161.933,graph,versal_thermal,mC,37304
162.442,graph,vccaux,mV,1502
162.444,graph,vccaux_pmc,mV,1501
162.448,graph,vcc_pmc,mV,877
162.451,graph,vcc_psfp,mV,878
162.455,graph,vcc_pslp,mV,880
162.457,graph,vcc_soc,mV,804
162.461,graph,vp_vn,mV,128
162.464,graph,die_temp,mC,37343
162.468,graph,versal_thermal,mC,37351
162.976,graph,vccaux,mV,1501
162.979,graph,vccaux_pmc,mV,1501
162.982,graph,vcc_pmc,mV,875
162.986,graph,vcc_psfp,mV,874
162.989,graph,vcc_pslp,mV,879
162.992,graph,vcc_soc,mV,805
162.996,graph,vp_vn,mV,129
162.999,graph,die_temp,mC,36843
163.002,graph,versal_thermal,mC,37015
163.511,graph,vccaux,mV,1501
163.514,graph,vccaux_pmc,mV,1501
163.517,graph,vcc_pmc,mV,877
163.522,graph,vcc_psfp,mV,877
163.524,graph,vcc_pslp,mV,879
163.528,graph,vcc_soc,mV,804
163.532,graph,vp_vn,mV,129
163.535,graph,die_temp,mC,37125
163.538,graph,versal_thermal,mC,37375
164.047,graph,vccaux,mV,1502
164.050,graph,vccaux_pmc,mV,1501
164.053,graph,vcc_pmc,mV,877
164.057,graph,vcc_psfp,mV,881
164.060,graph,vcc_pslp,mV,878
164.063,graph,vcc_soc,mV,805
164.066,graph,vp_vn,mV,129
164.070,graph,die_temp,mC,37328
164.074,graph,versal_thermal,mC,37609
164.581,graph,vccaux,mV,1503
164.585,graph,vccaux_pmc,mV,1501
164.589,graph,vcc_pmc,mV,876
164.591,graph,vcc_psfp,mV,877
164.595,graph,vcc_pslp,mV,879
164.599,graph,vcc_soc,mV,804
164.601,graph,vp_vn,mV,129
164.605,graph,die_temp,mC,37156
164.609,graph,versal_thermal,mC,37281
165.116,graph,vccaux,mV,1503
165.120,graph,vccaux_pmc,mV,1501
165.123,graph,vcc_pmc,mV,876
165.126,graph,vcc_psfp,mV,876
165.129,graph,vcc_pslp,mV,879
165.133,graph,vcc_soc,mV,805
165.137,graph,vp_vn,mV,129
165.139,graph,die_temp,mC,37078
165.143,graph,versal_thermal,mC,36851
165.651,graph,vccaux,mV,1502
165.655,graph,vccaux_pmc,mV,1501
165.658,graph,vcc_pmc,mV,876
165.661,graph,vcc_psfp,mV,882
165.664,graph,vcc_pslp,mV,880
165.668,graph,vcc_soc,mV,803
165.671,graph,vp_vn,mV,128
165.674,graph,die_temp,mC,37367
165.678,graph,versal_thermal,mC,37125
166.186,graph,vccaux,mV,1502
166.189,graph,vccaux_pmc,mV,1499
166.192,graph,vcc_pmc,mV,876
166.196,graph,vcc_psfp,mV,877
166.199,graph,vcc_pslp,mV,880
166.202,graph,vcc_soc,mV,804
166.206,graph,vp_vn,mV,129
166.209,graph,die_temp,mC,37226
166.212,graph,versal_thermal,mC,37000
166.721,graph,vccaux,mV,1502
166.724,graph,vccaux_pmc,mV,1500
166.727,graph,vcc_pmc,mV,876
166.731,graph,vcc_psfp,mV,877
166.737,graph,vcc_pslp,mV,879
166.739,graph,vcc_soc,mV,802
166.742,graph,vp_vn,mV,130
166.745,graph,die_temp,mC,37515
166.748,graph,versal_thermal,mC,37671
167.258,graph,vccaux,mV,1503
167.260,graph,vccaux_pmc,mV,1500
167.264,graph,vcc_pmc,mV,876
167.268,graph,vcc_psfp,mV,879
167.270,graph,vcc_pslp,mV,879
167.274,graph,vcc_soc,mV,804
167.277,graph,vp_vn,mV,129
167.280,graph,die_temp,mC,37218
167.283,graph,versal_thermal,mC,37125
167.792,graph,vccaux,mV,1502
167.795,graph,vccaux_pmc,mV,1501
167.799,graph,vcc_pmc,mV,876
167.802,graph,vcc_psfp,mV,879
167.806,graph,vcc_pslp,mV,879
167.808,graph,vcc_soc,mV,803
167.812,graph,vp_vn,mV,129
167.815,graph,die_temp,mC,37007
167.819,graph,versal_thermal,mC,37585
168.326,graph,vccaux,mV,1502
168.330,graph,vccaux_pmc,mV,1501
168.334,graph,vcc_pmc,mV,875
168.336,graph,vcc_psfp,mV,880
168.340,graph,vcc_pslp,mV,879
168.343,graph,vcc_soc,mV,803
168.347,graph,vp_vn,mV,129
168.350,graph,die_temp,mC,37492
168.353,graph,versal_thermal,mC,37117
168.862,graph,vccaux,mV,1500
168.865,graph,vccaux_pmc,mV,1500
168.868,graph,vcc_pmc,mV,876
168.872,graph,vcc_psfp,mV,880
168.875,graph,vcc_pslp,mV,880
168.878,graph,vcc_soc,mV,804
168.882,graph,vp_vn,mV,129
168.886,graph,die_temp,mC,37460
168.892,graph,versal_thermal,mC,37359
169.401,graph,vccaux,mV,1502
169.405,graph,vccaux_pmc,mV,1502
169.408,graph,vcc_pmc,mV,876
169.411,graph,vcc_psfp,mV,877
169.415,graph,vcc_pslp,mV,879
169.418,graph,vcc_soc,mV,802
169.421,graph,vp_vn,mV,128
169.424,graph,die_temp,mC,37289
169.429,graph,versal_thermal,mC,37351
169.936,graph,vccaux,mV,1502
169.940,graph,vccaux_pmc,mV,1501
169.943,graph,vcc_pmc,mV,876
169.946,graph,vcc_psfp,mV,881
169.950,graph,vcc_pslp,mV,878
169.953,graph,vcc_soc,mV,803
169.956,graph,vp_vn,mV,128
169.962,graph,die_temp,mC,37031
169.963,graph,versal_thermal,mC,37476
170.472,graph,vccaux,mV,1501
170.474,graph,vccaux_pmc,mV,1500
170.478,graph,vcc_pmc,mV,876
170.481,graph,vcc_psfp,mV,879
170.485,graph,vcc_pslp,mV,880
170.488,graph,vcc_soc,mV,808
170.491,graph,vp_vn,mV,129
170.494,graph,die_temp,mC,37906
170.498,graph,versal_thermal,mC,37140
171.006,graph,vccaux,mV,1501
171.010,graph,vccaux_pmc,mV,1502
171.012,graph,vcc_pmc,mV,876
171.016,graph,vcc_psfp,mV,878
171.020,graph,vcc_pslp,mV,879
171.022,graph,vcc_soc,mV,806
171.026,graph,vp_vn,mV,128
171.029,graph,die_temp,mC,37312
171.032,graph,versal_thermal,mC,37148
171.541,graph,vccaux,mV,1502
171.544,graph,vccaux_pmc,mV,1501
171.547,graph,vcc_pmc,mV,876
171.550,graph,vcc_psfp,mV,876
171.554,graph,vcc_pslp,mV,880
171.557,graph,vcc_soc,mV,804
171.560,graph,vp_vn,mV,129
171.563,graph,die_temp,mC,36906
171.567,graph,versal_thermal,mC,37289
172.076,graph,vccaux,mV,1501
172.078,graph,vccaux_pmc,mV,1501
172.082,graph,vcc_pmc,mV,876
172.086,graph,vcc_psfp,mV,877
172.088,graph,vcc_pslp,mV,880
172.092,graph,vcc_soc,mV,803
172.096,graph,vp_vn,mV,130
172.098,graph,die_temp,mC,37085
172.102,graph,versal_thermal,mC,37343
172.610,graph,vccaux,mV,1501
172.614,graph,vccaux_pmc,mV,1502
172.616,graph,vcc_pmc,mV,876
172.620,graph,vcc_psfp,mV,878
172.624,graph,vcc_pslp,mV,879
172.626,graph,vcc_soc,mV,805
172.630,graph,vp_vn,mV,129
172.633,graph,die_temp,mC,37031
172.637,graph,versal_thermal,mC,37656
173.145,graph,vccaux,mV,1501
173.149,graph,vccaux_pmc,mV,1501
173.151,graph,vcc_pmc,mV,877
173.155,graph,vcc_psfp,mV,879
173.158,graph,vcc_pslp,mV,880
173.161,graph,vcc_soc,mV,803
173.165,graph,vp_vn,mV,129
173.168,graph,die_temp,mC,37265
173.172,graph,versal_thermal,mC,37101
173.680,graph,vccaux,mV,1501
173.683,graph,vccaux_pmc,mV,1502
173.687,graph,vcc_pmc,mV,876
173.690,graph,vcc_psfp,mV,883
173.694,graph,vcc_pslp,mV,880
173.697,graph,vcc_soc,mV,805
173.700,graph,vp_vn,mV,129
173.704,graph,die_temp,mC,37328
173.707,graph,versal_thermal,mC,37507
174.215,graph,vccaux,mV,1502
174.219,graph,vccaux_pmc,mV,1500
174.222,graph,vcc_pmc,mV,877
174.225,graph,vcc_psfp,mV,880
174.229,graph,vcc_pslp,mV,880
174.232,graph,vcc_soc,mV,803
174.235,graph,vp_vn,mV,129
174.239,graph,die_temp,mC,37382
174.242,graph,versal_thermal,mC,37289
174.750,graph,vccaux,mV,1502
174.754,graph,vccaux_pmc,mV,1499
174.757,graph,vcc_pmc,mV,876
174.760,graph,vcc_psfp,mV,881
174.764,graph,vcc_pslp,mV,879
174.767,graph,vcc_soc,mV,804
174.770,graph,vp_vn,mV,130
174.773,graph,die_temp,mC,37359
174.777,graph,versal_thermal,mC,36953
175.286,graph,vccaux,mV,1500
175.289,graph,vccaux_pmc,mV,1501
175.292,graph,vcc_pmc,mV,876
175.295,graph,vcc_psfp,mV,881
175.299,graph,vcc_pslp,mV,880
175.302,graph,vcc_soc,mV,805
175.305,graph,vp_vn,mV,129
175.308,graph,die_temp,mC,37179
175.311,graph,versal_thermal,mC,37179
175.820,graph,vccaux,mV,1502
175.823,graph,vccaux_pmc,mV,1501
175.827,graph,vcc_pmc,mV,876
175.830,graph,vcc_psfp,mV,880
175.834,graph,vcc_pslp,mV,878
175.836,graph,vcc_soc,mV,804
175.840,graph,vp_vn,mV,128
175.843,graph,die_temp,mC,37289
175.847,graph,versal_thermal,mC,37250
176.355,graph,vccaux,mV,1501
176.358,graph,vccaux_pmc,mV,1501
176.361,graph,vcc_pmc,mV,877
176.365,graph,vcc_psfp,mV,879
176.368,graph,vcc_pslp,mV,879
176.371,graph,vcc_soc,mV,804
176.375,graph,vp_vn,mV,129
176.378,graph,die_temp,mC,37335
176.381,graph,versal_thermal,mC,37125
176.889,graph,vccaux,mV,1502
176.895,graph,vccaux_pmc,mV,1501
176.896,graph,vcc_pmc,mV,876
176.900,graph,vcc_psfp,mV,877
176.904,graph,vcc_pslp,mV,879
176.907,graph,vcc_soc,mV,801
176.910,graph,vp_vn,mV,129
176.914,graph,die_temp,mC,37296
176.917,graph,versal_thermal,mC,36992
177.426,graph,vccaux,mV,1502
177.429,graph,vccaux_pmc,mV,1502
177.433,graph,vcc_pmc,mV,876
177.435,graph,vcc_psfp,mV,879
177.439,graph,vcc_pslp,mV,879
177.443,graph,vcc_soc,mV,804
177.445,graph,vp_vn,mV,128
177.449,graph,die_temp,mC,37421
177.452,graph,versal_thermal,mC,37273
177.961,graph,vccaux,mV,1502
177.964,graph,vccaux_pmc,mV,1502
177.967,graph,vcc_pmc,mV,876
177.970,graph,vcc_psfp,mV,875
177.974,graph,vcc_pslp,mV,880
177.977,graph,vcc_soc,mV,805
177.980,graph,vp_vn,mV,129
177.983,graph,die_temp,mC,37046
177.987,graph,versal_thermal,mC,37000
178.496,graph,vccaux,mV,1501
178.498,graph,vccaux_pmc,mV,1499
178.502,graph,vcc_pmc,mV,877
178.505,graph,vcc_psfp,mV,878
178.509,graph,vcc_pslp,mV,880
178.511,graph,vcc_soc,mV,805
178.515,graph,vp_vn,mV,128
178.518,graph,die_temp,mC,37023
178.522,graph,versal_thermal,mC,37039
179.030,graph,vccaux,mV,1500
179.033,graph,vccaux_pmc,mV,1502
179.037,graph,vcc_pmc,mV,876
179.040,graph,vcc_psfp,mV,878
179.043,graph,vcc_pslp,mV,879
179.046,graph,vcc_soc,mV,804
179.051,graph,vp_vn,mV,128
179.054,graph,die_temp,mC,37382
179.059,graph,versal_thermal,mC,37390
179.569,graph,vccaux,mV,1503
