t_s,phase,channel,unit,value
72.444,static,VCCINT_V,V,0.8062
72.444,static,VCCINT_I,A,4.6244
72.444,static,VCCINT,W,3.7845
72.444,static,VCC_SOC_V,V,0.8062
72.444,static,VCC_SOC_I,A,3.9202
72.444,static,VCC_SOC,W,3.1473
72.444,static,VCC_PMC_V,V,0.8788
72.494,static,VCC_PMC_I,A,0.1515
72.494,static,VCC_PMC,W,0.1328
72.494,static,VCC_PSFP_V,V,0.88
72.494,static,VCC_PSFP_I,A,0.193
72.494,static,VCC_PSFP,W,0.1679
72.494,static,VCC_PSLP_CPM5_V,V,0.8788
72.494,static,VCC_PSLP_CPM5_I,A,1.9596
72.494,static,VCC_PSLP_CPM5,W,1.7213
72.494,static,VCC1V1_LP4_V,V,1.1025
72.494,static,VCC1V1_LP4_I,A,1.085
72.494,static,VCC1V1_LP4,W,1.1953
72.494,static,VCCAUX_V,V,1.5037
72.544,static,VCCAUX_I,A,0.7575
72.544,static,VCCAUX,W,1.1414
72.544,static,VCCAUX_PMC_V,V,1.5037
72.544,static,VCCAUX_PMC_I,A,0.0875
72.544,static,VCCAUX_PMC,W,0.132
73.046,static,VCCINT_V,V,0.805
73.046,static,VCCINT_I,A,4.6976
73.046,static,VCCINT,W,3.7845
73.046,static,VCC_SOC_V,V,0.8062
73.046,static,VCC_SOC_I,A,3.9301
73.046,static,VCC_SOC,W,3.1473
73.046,static,VCC_PMC_V,V,0.8775
73.096,static,VCC_PMC_I,A,0.1515
73.096,static,VCC_PMC,W,0.1328
73.096,static,VCC_PSFP_V,V,0.8813
73.096,static,VCC_PSFP_I,A,0.19
73.096,static,VCC_PSFP,W,0.1679
73.096,static,VCC_PSLP_CPM5_V,V,0.8775
73.096,static,VCC_PSLP_CPM5_I,A,1.9596
73.096,static,VCC_PSLP_CPM5,W,1.7213
73.096,static,VCC1V1_LP4_V,V,1.1025
73.096,static,VCC1V1_LP4_I,A,1.085
73.096,static,VCC1V1_LP4,W,1.1953
73.146,static,VCCAUX_V,V,1.5037
73.146,static,VCCAUX_I,A,0.7575
73.146,static,VCCAUX,W,1.1414
73.146,static,VCCAUX_PMC_V,V,1.5037
73.146,static,VCCAUX_PMC_I,A,0.088
73.146,static,VCCAUX_PMC,W,0.132
73.648,static,VCCINT_V,V,0.805
73.648,static,VCCINT_I,A,4.8734
73.648,static,VCCINT,W,3.9065
73.698,static,VCC_SOC_V,V,0.8062
73.698,static,VCC_SOC_I,A,3.9248
73.698,static,VCC_SOC,W,3.1473
73.698,static,VCC_PMC_V,V,0.8788
73.698,static,VCC_PMC_I,A,0.152
73.698,static,VCC_PMC,W,0.1328
73.698,static,VCC_PSFP_V,V,0.8813
73.698,static,VCC_PSFP_I,A,0.1904
73.698,static,VCC_PSFP,W,0.1709
73.698,static,VCC_PSLP_CPM5_V,V,0.8788
73.698,static,VCC_PSLP_CPM5_I,A,1.9596
73.698,static,VCC_PSLP_CPM5,W,1.7213
73.698,static,VCC1V1_LP4_V,V,1.1025
73.698,static,VCC1V1_LP4_I,A,1.09
73.698,static,VCC1V1_LP4,W,1.2032
73.698,static,VCCAUX_V,V,1.5037
73.698,static,VCCAUX_I,A,0.758
73.748,static,VCCAUX,W,1.1414
73.748,static,VCCAUX_PMC_V,V,1.5025
73.748,static,VCCAUX_PMC_I,A,0.0875
73.748,static,VCCAUX_PMC,W,0.132
74.249,static,VCCINT_V,V,0.805
74.249,static,VCCINT_I,A,4.9271
74.249,static,VCCINT,W,4.0286
74.249,static,VCC_SOC_V,V,0.8062
74.249,static,VCC_SOC_I,A,3.9248
74.300,static,VCC_SOC,W,3.1473
74.300,static,VCC_PMC_V,V,0.8788
74.300,static,VCC_PMC_I,A,0.152
74.300,static,VCC_PMC,W,0.1328
74.300,static,VCC_PSFP_V,V,0.88
74.300,static,VCC_PSFP_I,A,0.1904
74.300,static,VCC_PSFP,W,0.1648
74.300,static,VCC_PSLP_CPM5_V,V,0.8788
74.300,static,VCC_PSLP_CPM5_I,A,1.9596
74.300,static,VCC_PSLP_CPM5,W,1.7259
74.300,static,VCC1V1_LP4_V,V,1.1025
74.300,static,VCC1V1_LP4_I,A,1.085
74.350,static,VCC1V1_LP4,W,1.1953
74.350,static,VCCAUX_V,V,1.5037
74.350,static,VCCAUX_I,A,0.7599
74.350,static,VCCAUX,W,1.1414
74.350,static,VCCAUX_PMC_V,V,1.5025
74.350,static,VCCAUX_PMC_I,A,0.0875
74.350,static,VCCAUX_PMC,W,0.132
74.851,static,VCCINT_V,V,0.805
74.851,static,VCCINT_I,A,4.8978
74.851,static,VCCINT,W,3.9065
74.851,static,VCC_SOC_V,V,0.8062
74.851,static,VCC_SOC_I,A,3.9202
74.851,static,VCC_SOC,W,3.1473
74.901,static,VCC_PMC_V,V,0.8788
74.901,static,VCC_PMC_I,A,0.152
74.901,static,VCC_PMC,W,0.1328
74.901,static,VCC_PSFP_V,V,0.8813
74.901,static,VCC_PSFP_I,A,0.2009
74.901,static,VCC_PSFP,W,0.177
74.901,static,VCC_PSLP_CPM5_V,V,0.8788
74.901,static,VCC_PSLP_CPM5_I,A,1.9599
74.901,static,VCC_PSLP_CPM5,W,1.7213
74.901,static,VCC1V1_LP4_V,V,1.1013
74.901,static,VCC1V1_LP4_I,A,1.09
74.901,static,VCC1V1_LP4,W,1.2032
74.952,static,VCCAUX_V,V,1.5037
74.952,static,VCCAUX_I,A,0.7595
74.952,static,VCCAUX,W,1.1414
74.952,static,VCCAUX_PMC_V,V,1.5037
74.952,static,VCCAUX_PMC_I,A,0.0885
74.952,static,VCCAUX_PMC,W,0.1328
75.453,static,VCCINT_V,V,0.805
75.453,static,VCCINT_I,A,4.849
75.453,static,VCCINT,W,3.7845
75.504,static,VCC_SOC_V,V,0.8062
75.504,static,VCC_SOC_I,A,3.9301
75.504,static,VCC_SOC,W,3.1473
75.504,static,VCC_PMC_V,V,0.8788
75.504,static,VCC_PMC_I,A,0.152
75.504,static,VCC_PMC,W,0.1328
75.504,static,VCC_PSFP_V,V,0.88
75.504,static,VCC_PSFP_I,A,0.19
75.504,static,VCC_PSFP,W,0.1648
75.504,static,VCC_PSLP_CPM5_V,V,0.8788
75.504,static,VCC_PSLP_CPM5_I,A,1.9596
75.504,static,VCC_PSLP_CPM5,W,1.7213
75.554,static,VCC1V1_LP4_V,V,1.1013
75.554,static,VCC1V1_LP4_I,A,1.09
75.554,static,VCC1V1_LP4,W,1.1953
75.554,static,VCCAUX_V,V,1.5037
75.554,static,VCCAUX_I,A,0.7585
75.554,static,VCCAUX,W,1.1414
75.554,static,VCCAUX_PMC_V,V,1.5025
75.554,static,VCCAUX_PMC_I,A,0.088
75.554,static,VCCAUX_PMC,W,0.132
76.055,static,VCCINT_V,V,0.805
76.055,static,VCCINT_I,A,4.8246
76.055,static,VCCINT,W,3.7845
76.055,static,VCC_SOC_V,V,0.8062
76.106,static,VCC_SOC_I,A,3.9202
76.106,static,VCC_SOC,W,3.1473
76.106,static,VCC_PMC_V,V,0.8788
76.106,static,VCC_PMC_I,A,0.152
76.106,static,VCC_PMC,W,0.1328
76.106,static,VCC_PSFP_V,V,0.88
76.106,static,VCC_PSFP_I,A,0.1904
76.106,static,VCC_PSFP,W,0.1679
76.106,static,VCC_PSLP_CPM5_V,V,0.8788
76.106,static,VCC_PSLP_CPM5_I,A,1.959
76.106,static,VCC_PSLP_CPM5,W,1.7259
76.106,static,VCC1V1_LP4_V,V,1.1025
76.156,static,VCC1V1_LP4_I,A,1.085
76.156,static,VCC1V1_LP4,W,1.1953
76.156,static,VCCAUX_V,V,1.5037
76.156,static,VCCAUX_I,A,0.7575
76.156,static,VCCAUX,W,1.1414
76.156,static,VCCAUX_PMC_V,V,1.5037
76.156,static,VCCAUX_PMC_I,A,0.088
76.156,static,VCCAUX_PMC,W,0.132
76.657,static,VCCINT_V,V,0.805
76.657,static,VCCINT_I,A,4.7269
76.657,static,VCCINT,W,3.7845
76.657,static,VCC_SOC_V,V,0.8062
76.657,static,VCC_SOC_I,A,3.9202
76.657,static,VCC_SOC,W,3.1473
76.707,static,VCC_PMC_V,V,0.8788
76.707,static,VCC_PMC_I,A,0.152
76.707,static,VCC_PMC,W,0.1328
76.707,static,VCC_PSFP_V,V,0.88
76.707,static,VCC_PSFP_I,A,0.19
76.707,static,VCC_PSFP,W,0.1679
76.707,static,VCC_PSLP_CPM5_V,V,0.8788
76.707,static,VCC_PSLP_CPM5_I,A,1.9596
76.707,static,VCC_PSLP_CPM5,W,1.7259
76.707,static,VCC1V1_LP4_V,V,1.1025
76.707,static,VCC1V1_LP4_I,A,1.09
76.707,static,VCC1V1_LP4,W,1.2032
76.757,static,VCCAUX_V,V,1.5037
76.757,static,VCCAUX_I,A,0.7575
76.757,static,VCCAUX,W,1.1414
76.757,static,VCCAUX_PMC_V,V,1.5025
76.757,static,VCCAUX_PMC_I,A,0.088
76.757,static,VCCAUX_PMC,W,0.132
77.259,static,VCCINT_V,V,0.805
77.259,static,VCCINT_I,A,4.6976
77.259,static,VCCINT,W,3.7845
77.309,static,VCC_SOC_V,V,0.8062
77.309,static,VCC_SOC_I,A,3.9301
77.309,static,VCC_SOC,W,3.1664
77.309,static,VCC_PMC_V,V,0.8788
77.309,static,VCC_PMC_I,A,0.152
77.309,static,VCC_PMC,W,0.1328
77.309,static,VCC_PSFP_V,V,0.88
77.309,static,VCC_PSFP_I,A,0.1904
77.309,static,VCC_PSFP,W,0.1679
77.309,static,VCC_PSLP_CPM5_V,V,0.8788
77.309,static,VCC_PSLP_CPM5_I,A,1.9596
77.309,static,VCC_PSLP_CPM5,W,1.7213
77.359,static,VCC1V1_LP4_V,V,1.1025
77.359,static,VCC1V1_LP4_I,A,1.085
77.359,static,VCC1V1_LP4,W,1.1953
77.359,static,VCCAUX_V,V,1.5037
77.359,static,VCCAUX_I,A,0.7585
77.359,static,VCCAUX,W,1.1414
77.359,static,VCCAUX_PMC_V,V,1.5037
77.359,static,VCCAUX_PMC_I,A,0.0875
77.359,static,VCCAUX_PMC,W,0.132
77.861,static,VCCINT_V,V,0.805
77.861,static,VCCINT_I,A,4.3509
77.861,static,VCCINT,W,3.5403
77.911,static,VCC_SOC_V,V,0.8062
77.911,static,VCC_SOC_I,A,3.9248
77.911,static,VCC_SOC,W,3.1473
77.911,static,VCC_PMC_V,V,0.8788
77.911,static,VCC_PMC_I,A,0.152
77.911,static,VCC_PMC,W,0.1328
77.911,static,VCC_PSFP_V,V,0.8813
77.911,static,VCC_PSFP_I,A,0.19
77.911,static,VCC_PSFP,W,0.1679
77.911,static,VCC_PSLP_CPM5_V,V,0.8788
77.911,static,VCC_PSLP_CPM5_I,A,1.9596
77.911,static,VCC_PSLP_CPM5,W,1.7259
77.961,static,VCC1V1_LP4_V,V,1.1025
77.961,static,VCC1V1_LP4_I,A,1.09
77.961,static,VCC1V1_LP4,W,1.2032
77.961,static,VCCAUX_V,V,1.5037
77.961,static,VCCAUX_I,A,0.759
77.961,static,VCCAUX,W,1.1414
77.961,static,VCCAUX_PMC_V,V,1.5037
77.961,static,VCCAUX_PMC_I,A,0.088
77.961,static,VCCAUX_PMC,W,0.132
78.463,static,VCCINT_V,V,0.805
78.513,static,VCCINT_I,A,4.3997
78.513,static,VCCINT,W,3.5403
78.513,static,VCC_SOC_V,V,0.8062
78.513,static,VCC_SOC_I,A,3.9202
78.513,static,VCC_SOC,W,3.1473
78.513,static,VCC_PMC_V,V,0.8788
78.513,static,VCC_PMC_I,A,0.152
78.513,static,VCC_PMC,W,0.1336
78.513,static,VCC_PSFP_V,V,0.88
78.513,static,VCC_PSFP_I,A,0.19
78.513,static,VCC_PSFP,W,0.1679
78.513,static,VCC_PSLP_CPM5_V,V,0.8788
78.513,static,VCC_PSLP_CPM5_I,A,1.9599
78.513,static,VCC_PSLP_CPM5,W,1.7213
78.513,static,VCC1V1_LP4_V,V,1.1025
78.513,static,VCC1V1_LP4_I,A,1.09
78.563,static,VCC1V1_LP4,W,1.2032
78.563,static,VCCAUX_V,V,1.5037
78.563,static,VCCAUX_I,A,0.7595
78.563,static,VCCAUX,W,1.1414
78.563,static,VCCAUX_PMC_V,V,1.5025
78.563,static,VCCAUX_PMC_I,A,0.088
78.563,static,VCCAUX_PMC,W,0.132
79.065,static,VCCINT_V,V,0.805
79.065,static,VCCINT_I,A,4.4241
79.065,static,VCCINT,W,3.5403
79.115,static,VCC_SOC_V,V,0.8062
79.115,static,VCC_SOC_I,A,3.9248
79.115,static,VCC_SOC,W,3.1473
79.115,static,VCC_PMC_V,V,0.8775
79.115,static,VCC_PMC_I,A,0.152
79.115,static,VCC_PMC,W,0.1328
79.115,static,VCC_PSFP_V,V,0.8813
79.115,static,VCC_PSFP_I,A,0.19
79.115,static,VCC_PSFP,W,0.1679
79.115,static,VCC_PSLP_CPM5_V,V,0.8788
79.115,static,VCC_PSLP_CPM5_I,A,1.9596
79.115,static,VCC_PSLP_CPM5,W,1.7259
79.165,static,VCC1V1_LP4_V,V,1.1025
79.165,static,VCC1V1_LP4_I,A,1.09
79.165,static,VCC1V1_LP4,W,1.1953
79.165,static,VCCAUX_V,V,1.5037
79.165,static,VCCAUX_I,A,0.7585
79.165,static,VCCAUX,W,1.1414
79.165,static,VCCAUX_PMC_V,V,1.5025
79.165,static,VCCAUX_PMC_I,A,0.088
79.165,static,VCCAUX_PMC,W,0.132
79.667,static,VCCINT_V,V,0.805
79.667,static,VCCINT_I,A,4.6488
79.667,static,VCCINT,W,3.7845
79.667,static,VCC_SOC_V,V,0.8062
79.717,static,VCC_SOC_I,A,3.9248
79.717,static,VCC_SOC,W,3.1473
79.717,static,VCC_PMC_V,V,0.8788
79.717,static,VCC_PMC_I,A,0.1515
79.717,static,VCC_PMC,W,0.1328
79.717,static,VCC_PSFP_V,V,0.88
79.717,static,VCC_PSFP_I,A,0.1904
79.717,static,VCC_PSFP,W,0.1709
79.717,static,VCC_PSLP_CPM5_V,V,0.8775
79.717,static,VCC_PSLP_CPM5_I,A,1.959
79.717,static,VCC_PSLP_CPM5,W,1.7213
79.717,static,VCC1V1_LP4_V,V,1.1025
79.767,static,VCC1V1_LP4_I,A,1.09
79.767,static,VCC1V1_LP4,W,1.1953
79.767,static,VCCAUX_V,V,1.5037
79.767,static,VCCAUX_I,A,0.7575
79.767,static,VCCAUX,W,1.1414
79.767,static,VCCAUX_PMC_V,V,1.5037
79.767,static,VCCAUX_PMC_I,A,0.088
79.767,static,VCCAUX_PMC,W,0.132
80.269,static,VCCINT_V,V,0.805
80.269,static,VCCINT_I,A,4.7513
80.319,static,VCCINT,W,3.9065
80.319,static,VCC_SOC_V,V,0.805
80.319,static,VCC_SOC_I,A,3.9202
80.319,static,VCC_SOC,W,3.1473
80.319,static,VCC_PMC_V,V,0.8775
80.319,static,VCC_PMC_I,A,0.152
80.319,static,VCC_PMC,W,0.1328
80.319,static,VCC_PSFP_V,V,0.8813
80.319,static,VCC_PSFP_I,A,0.1904
80.319,static,VCC_PSFP,W,0.1709
80.319,static,VCC_PSLP_CPM5_V,V,0.8788
80.369,static,VCC_PSLP_CPM5_I,A,1.9596
80.369,static,VCC_PSLP_CPM5,W,1.7259
80.369,static,VCC1V1_LP4_V,V,1.1025
80.369,static,VCC1V1_LP4_I,A,1.09
80.369,static,VCC1V1_LP4,W,1.1953
80.369,static,VCCAUX_V,V,1.5037
80.369,static,VCCAUX_I,A,0.7585
80.369,static,VCCAUX,W,1.1414
80.369,static,VCCAUX_PMC_V,V,1.5025
80.369,static,VCCAUX_PMC_I,A,0.0875
80.369,static,VCCAUX_PMC,W,0.132
80.871,static,VCCINT_V,V,0.805
80.871,static,VCCINT_I,A,4.9515
80.871,static,VCCINT,W,3.9065
80.921,static,VCC_SOC_V,V,0.8062
80.921,static,VCC_SOC_I,A,3.9301
80.921,static,VCC_SOC,W,3.1473
80.921,static,VCC_PMC_V,V,0.8788
80.921,static,VCC_PMC_I,A,0.1515
80.921,static,VCC_PMC,W,0.1328
80.921,static,VCC_PSFP_V,V,0.8813
80.921,static,VCC_PSFP_I,A,0.1904
80.921,static,VCC_PSFP,W,0.1679
80.921,static,VCC_PSLP_CPM5_V,V,0.8775
80.921,static,VCC_PSLP_CPM5_I,A,1.959
80.921,static,VCC_PSLP_CPM5,W,1.7213
80.972,static,VCC1V1_LP4_V,V,1.1025
80.972,static,VCC1V1_LP4_I,A,1.09
80.972,static,VCC1V1_LP4,W,1.1953
80.972,static,VCCAUX_V,V,1.5037
80.972,static,VCCAUX_I,A,0.7595
80.972,static,VCCAUX,W,1.1445
80.972,static,VCCAUX_PMC_V,V,1.5037
80.972,static,VCCAUX_PMC_I,A,0.088
80.972,static,VCCAUX_PMC,W,0.132
81.473,static,VCCINT_V,V,0.805
81.473,static,VCCINT_I,A,4.5755
81.473,static,VCCINT,W,3.6624
81.523,static,VCC_SOC_V,V,0.8062
81.523,static,VCC_SOC_I,A,3.9248
81.523,static,VCC_SOC,W,3.1473
81.523,static,VCC_PMC_V,V,0.8775
81.523,static,VCC_PMC_I,A,0.1515
81.523,static,VCC_PMC,W,0.1328
81.523,static,VCC_PSFP_V,V,0.88
81.523,static,VCC_PSFP_I,A,0.19
81.523,static,VCC_PSFP,W,0.1648
81.523,static,VCC_PSLP_CPM5_V,V,0.8788
81.523,static,VCC_PSLP_CPM5_I,A,1.9596
81.523,static,VCC_PSLP_CPM5,W,1.7213
81.574,static,VCC1V1_LP4_V,V,1.1025
81.574,static,VCC1V1_LP4_I,A,1.09
81.574,static,VCC1V1_LP4,W,1.2032
81.574,static,VCCAUX_V,V,1.5037
81.574,static,VCCAUX_I,A,0.7585
81.574,static,VCCAUX,W,1.1414
81.574,static,VCCAUX_PMC_V,V,1.5037
81.574,static,VCCAUX_PMC_I,A,0.088
81.574,static,VCCAUX_PMC,W,0.132
82.125,static,VCCINT_V,V,0.805
82.125,static,VCCINT_I,A,4.6976
82.125,static,VCCINT,W,3.7845
82.125,static,VCC_SOC_V,V,0.8062
82.125,static,VCC_SOC_I,A,3.9202
82.125,static,VCC_SOC,W,3.1473
82.125,static,VCC_PMC_V,V,0.8788
82.125,static,VCC_PMC_I,A,0.152
82.125,static,VCC_PMC,W,0.1336
82.125,static,VCC_PSFP_V,V,0.8813
82.125,static,VCC_PSFP_I,A,0.1904
82.125,static,VCC_PSFP,W,0.1679
82.175,static,VCC_PSLP_CPM5_V,V,0.8788
82.175,static,VCC_PSLP_CPM5_I,A,1.9599
82.175,static,VCC_PSLP_CPM5,W,1.7259
82.175,static,VCC1V1_LP4_V,V,1.1013
82.175,static,VCC1V1_LP4_I,A,1.09
82.175,static,VCC1V1_LP4,W,1.2032
82.175,static,VCCAUX_V,V,1.5037
82.175,static,VCCAUX_I,A,0.7599
82.175,static,VCCAUX,W,1.1414
82.175,static,VCCAUX_PMC_V,V,1.5025
82.175,static,VCCAUX_PMC_I,A,0.088
82.175,static,VCCAUX_PMC,W,0.132
82.727,static,VCCINT_V,V,0.8062
82.727,static,VCCINT_I,A,4.3997
82.727,static,VCCINT,W,3.5403
82.727,static,VCC_SOC_V,V,0.8062
82.727,static,VCC_SOC_I,A,3.9202
82.727,static,VCC_SOC,W,3.1473
82.727,static,VCC_PMC_V,V,0.8788
82.727,static,VCC_PMC_I,A,0.152
82.727,static,VCC_PMC,W,0.1328
82.727,static,VCC_PSFP_V,V,0.88
82.727,static,VCC_PSFP_I,A,0.19
82.727,static,VCC_PSFP,W,0.1679
82.777,static,VCC_PSLP_CPM5_V,V,0.8788
82.777,static,VCC_PSLP_CPM5_I,A,1.9596
82.777,static,VCC_PSLP_CPM5,W,1.7259
82.777,static,VCC1V1_LP4_V,V,1.1025
82.777,static,VCC1V1_LP4_I,A,1.085
82.777,static,VCC1V1_LP4,W,1.1953
82.777,static,VCCAUX_V,V,1.5037
82.777,static,VCCAUX_I,A,0.759
82.777,static,VCCAUX,W,1.1414
82.777,static,VCCAUX_PMC_V,V,1.5025
82.777,static,VCCAUX_PMC_I,A,0.088
82.777,static,VCCAUX_PMC,W,0.132
83.329,static,VCCINT_V,V,0.805
83.329,static,VCCINT_I,A,4.7757
83.329,static,VCCINT,W,3.9065
83.329,static,VCC_SOC_V,V,0.8062
83.329,static,VCC_SOC_I,A,3.9248
83.329,static,VCC_SOC,W,3.1473
83.329,static,VCC_PMC_V,V,0.8788
83.329,static,VCC_PMC_I,A,0.152
83.329,static,VCC_PMC,W,0.1336
83.329,static,VCC_PSFP_V,V,0.8813
83.329,static,VCC_PSFP_I,A,0.19
83.329,static,VCC_PSFP,W,0.1679
83.329,static,VCC_PSLP_CPM5_V,V,0.8775
83.379,static,VCC_PSLP_CPM5_I,A,1.9599
83.379,static,VCC_PSLP_CPM5,W,1.7213
83.379,static,VCC1V1_LP4_V,V,1.1025
83.379,static,VCC1V1_LP4_I,A,1.09
83.379,static,VCC1V1_LP4,W,1.2032
83.379,static,VCCAUX_V,V,1.5037
83.379,static,VCCAUX_I,A,0.758
83.379,static,VCCAUX,W,1.1414
83.379,static,VCCAUX_PMC_V,V,1.5025
83.379,static,VCCAUX_PMC_I,A,0.088
83.379,static,VCCAUX_PMC,W,0.132
83.931,static,VCCINT_V,V,0.805
83.931,static,VCCINT_I,A,4.8246
83.931,static,VCCINT,W,3.7845
83.931,static,VCC_SOC_V,V,0.8062
83.931,static,VCC_SOC_I,A,3.9248
83.931,static,VCC_SOC,W,3.1473
83.931,static,VCC_PMC_V,V,0.8775
83.931,static,VCC_PMC_I,A,0.152
83.931,static,VCC_PMC,W,0.1336
83.931,static,VCC_PSFP_V,V,0.8813
83.981,static,VCC_PSFP_I,A,0.1904
83.981,static,VCC_PSFP,W,0.1709
83.981,static,VCC_PSLP_CPM5_V,V,0.8788
83.981,static,VCC_PSLP_CPM5_I,A,1.9596
83.981,static,VCC_PSLP_CPM5,W,1.7213
83.981,static,VCC1V1_LP4_V,V,1.1025
83.981,static,VCC1V1_LP4_I,A,1.09
83.981,static,VCC1V1_LP4,W,1.2032
83.981,static,VCCAUX_V,V,1.5025
83.981,static,VCCAUX_I,A,0.758
83.981,static,VCCAUX,W,1.1414
83.981,static,VCCAUX_PMC_V,V,1.5025
84.032,static,VCCAUX_PMC_I,A,0.088
84.032,static,VCCAUX_PMC,W,0.132
84.533,static,VCCINT_V,V,0.805
84.533,static,VCCINT_I,A,4.3997
84.533,static,VCCINT,W,3.5403
84.533,static,VCC_SOC_V,V,0.8062
84.533,static,VCC_SOC_I,A,3.9248
84.533,static,VCC_SOC,W,3.1473
84.533,static,VCC_PMC_V,V,0.8788
84.533,static,VCC_PMC_I,A,0.152
84.533,static,VCC_PMC,W,0.1336
84.533,static,VCC_PSFP_V,V,0.88
84.584,static,VCC_PSFP_I,A,0.1904
84.584,static,VCC_PSFP,W,0.1679
84.584,static,VCC_PSLP_CPM5_V,V,0.8788
84.584,static,VCC_PSLP_CPM5_I,A,1.9599
84.584,static,VCC_PSLP_CPM5,W,1.7213
84.584,static,VCC1V1_LP4_V,V,1.1013
84.584,static,VCC1V1_LP4_I,A,1.09
84.584,static,VCC1V1_LP4,W,1.2032
84.584,static,VCCAUX_V,V,1.5037
84.584,static,VCCAUX_I,A,0.7575
84.584,static,VCCAUX,W,1.1414
84.584,static,VCCAUX_PMC_V,V,1.5025
84.634,static,VCCAUX_PMC_I,A,0.088
84.634,static,VCCAUX_PMC,W,0.132
85.136,static,VCCINT_V,V,0.805
85.136,static,VCCINT_I,A,4.4486
85.136,static,VCCINT,W,3.5403
85.136,static,VCC_SOC_V,V,0.8062
85.136,static,VCC_SOC_I,A,3.9248
85.136,static,VCC_SOC,W,3.1473
85.136,static,VCC_PMC_V,V,0.8788
85.186,static,VCC_PMC_I,A,0.152
85.186,static,VCC_PMC,W,0.1328
85.186,static,VCC_PSFP_V,V,0.88
85.186,static,VCC_PSFP_I,A,0.19
85.186,static,VCC_PSFP,W,0.1679
85.186,static,VCC_PSLP_CPM5_V,V,0.8775
85.186,static,VCC_PSLP_CPM5_I,A,1.9599
85.186,static,VCC_PSLP_CPM5,W,1.7213
85.186,static,VCC1V1_LP4_V,V,1.1013
85.186,static,VCC1V1_LP4_I,A,1.09
85.186,static,VCC1V1_LP4,W,1.2032
85.186,static,VCCAUX_V,V,1.5037
85.186,static,VCCAUX_I,A,0.757
85.186,static,VCCAUX,W,1.1414
85.186,static,VCCAUX_PMC_V,V,1.5037
85.186,static,VCCAUX_PMC_I,A,0.088
85.236,static,VCCAUX_PMC,W,0.132
85.738,static,VCCINT_V,V,0.805
85.738,static,VCCINT_I,A,4.9759
85.738,static,VCCINT,W,4.0286
85.738,static,VCC_SOC_V,V,0.8062
85.738,static,VCC_SOC_I,A,3.9202
85.738,static,VCC_SOC,W,3.1473
85.738,static,VCC_PMC_V,V,0.8788
85.738,static,VCC_PMC_I,A,0.152
85.738,static,VCC_PMC,W,0.1328
85.788,static,VCC_PSFP_V,V,0.88
85.788,static,VCC_PSFP_I,A,0.19
85.788,static,VCC_PSFP,W,0.1679
85.788,static,VCC_PSLP_CPM5_V,V,0.8788
85.788,static,VCC_PSLP_CPM5_I,A,1.9605
85.788,static,VCC_PSLP_CPM5,W,1.7213
85.788,static,VCC1V1_LP4_V,V,1.1013
85.788,static,VCC1V1_LP4_I,A,1.09
85.788,static,VCC1V1_LP4,W,1.2032
85.788,static,VCCAUX_V,V,1.5037
85.788,static,VCCAUX_I,A,0.7585
85.788,static,VCCAUX,W,1.1414
85.838,static,VCCAUX_PMC_V,V,1.5037
85.838,static,VCCAUX_PMC_I,A,0.088
85.838,static,VCCAUX_PMC,W,0.132
86.339,static,VCCINT_V,V,0.805
86.339,static,VCCINT_I,A,4.5755
86.339,static,VCCINT,W,3.6624
86.339,static,VCC_SOC_V,V,0.8062
86.339,static,VCC_SOC_I,A,3.9248
86.339,static,VCC_SOC,W,3.1473
86.339,static,VCC_PMC_V,V,0.8788
86.339,static,VCC_PMC_I,A,0.152
86.339,static,VCC_PMC,W,0.1328
86.390,static,VCC_PSFP_V,V,0.88
86.390,static,VCC_PSFP_I,A,0.1904
86.390,static,VCC_PSFP,W,0.1709
86.390,static,VCC_PSLP_CPM5_V,V,0.8788
86.390,static,VCC_PSLP_CPM5_I,A,1.9599
86.390,static,VCC_PSLP_CPM5,W,1.7213
86.390,static,VCC1V1_LP4_V,V,1.1025
86.390,static,VCC1V1_LP4_I,A,1.09
86.390,static,VCC1V1_LP4,W,1.1953
86.390,static,VCCAUX_V,V,1.5037
86.390,static,VCCAUX_I,A,0.7595
86.390,static,VCCAUX,W,1.1445
86.440,static,VCCAUX_PMC_V,V,1.5025
86.440,static,VCCAUX_PMC_I,A,0.0875
86.440,static,VCCAUX_PMC,W,0.132
86.941,static,VCCINT_V,V,0.8062
86.941,static,VCCINT_I,A,4.9515
86.941,static,VCCINT,W,4.0286
86.941,static,VCC_SOC_V,V,0.8062
86.941,static,VCC_SOC_I,A,3.9301
86.941,static,VCC_SOC,W,3.1664
86.941,static,VCC_PMC_V,V,0.8775
86.992,static,VCC_PMC_I,A,0.152
86.992,static,VCC_PMC,W,0.1328
86.992,static,VCC_PSFP_V,V,0.88
86.992,static,VCC_PSFP_I,A,0.1904
86.992,static,VCC_PSFP,W,0.1709
86.992,static,VCC_PSLP_CPM5_V,V,0.8788
86.992,static,VCC_PSLP_CPM5_I,A,1.9599
86.992,static,VCC_PSLP_CPM5,W,1.7259
86.992,static,VCC1V1_LP4_V,V,1.1013
86.992,static,VCC1V1_LP4_I,A,1.09
86.992,static,VCC1V1_LP4,W,1.2032
86.992,static,VCCAUX_V,V,1.5025
87.042,static,VCCAUX_I,A,0.7599
87.042,static,VCCAUX,W,1.1445
87.042,static,VCCAUX_PMC_V,V,1.5025
87.042,static,VCCAUX_PMC_I,A,0.088
